dates,prices,positions,is_trade,history_balance
2013-03-05,1575.44,-51.0,0.0,101552.02999999985
2013-03-06,1583.69,-51.0,0.0,101131.27999999985
2013-03-07,1578.9,-51.0,0.0,101375.56999999985
2013-03-08,1578.35,-51.0,0.0,101403.61999999986
2013-03-11,1581.0,-51.0,0.0,101268.46999999986
2013-03-12,1592.7,-51.0,0.0,100671.76999999986
2013-03-13,1587.8,-51.0,0.0,100921.66999999985
2013-03-14,1590.3,-51.0,0.0,100794.16999999985
2013-03-15,1592.45,-51.0,0.0,100684.51999999986
2013-03-18,1605.3,-51.0,0.0,100029.16999999985
2013-03-19,1613.4,-51.0,0.0,99616.06999999985
2013-03-20,1606.5,-51.0,0.0,99967.96999999986
2013-03-21,1614.7,-51.0,0.0,99549.76999999986
2013-03-22,1608.45,-51.0,0.0,99868.51999999986
2013-03-25,1605.4,-51.0,0.0,100024.06999999985
2013-03-26,1599.2,-51.0,0.0,100340.26999999986
2013-03-27,1605.4,-51.0,0.0,100024.06999999985
2013-03-28,1596.74,-51.0,0.0,100465.72999999985
2013-04-01,1598.9,-51.0,0.0,100355.56999999985
2013-04-02,1575.85,-51.0,0.0,101531.11999999986
2013-04-03,1557.85,-51.0,0.0,102449.11999999986
2013-04-04,1553.32,-51.0,0.0,102680.14999999986
2013-04-05,1582.0,-51.0,0.0,101217.46999999986
2013-04-08,1573.7,-51.0,0.0,101640.76999999986
2013-04-09,1585.2,-51.0,0.0,101054.26999999986
2013-04-10,1558.75,-51.0,0.0,102403.21999999986
2013-04-11,1561.35,-51.0,0.0,102270.61999999986
2013-04-12,1478.85,-54.0,1.0,106478.11999999985
2013-04-15,1353.25,-59.0,1.0,113260.51999999984
2013-04-16,1368.9,-59.0,0.0,112337.16999999984
2013-04-17,1377.0,-59.0,0.0,111859.26999999984
2013-04-18,1391.25,-59.0,0.0,111018.51999999984
2013-04-19,1404.35,-59.0,0.0,110245.61999999985
2013-04-22,1426.25,-59.0,0.0,108953.51999999984
2013-04-23,1413.35,56.0,1.0,109714.61999999985
2013-04-24,1431.3,56.0,0.0,110719.81999999986
2013-04-25,1467.85,-54.0,1.0,112766.61999999985
2013-04-26,1463.0,-54.0,0.0,113028.51999999984
2013-04-29,1476.65,-54.0,0.0,112291.41999999984
2013-04-30,1477.1,-54.0,0.0,112267.11999999985
2013-05-01,1457.6,-54.0,0.0,113320.11999999985
2013-05-02,1467.1,-54.0,0.0,112807.11999999985
2013-05-03,1470.7,-54.0,0.0,112612.71999999984
2013-05-06,1469.5,-54.0,0.0,112677.51999999984
2013-05-07,1452.6,-54.0,0.0,113590.11999999985
2013-05-08,1472.8,-54.0,0.0,112499.31999999985
2013-05-09,1458.2,-54.0,0.0,113287.71999999984
2013-05-10,1448.2,-54.0,0.0,113827.71999999984
2013-05-13,1430.55,-55.0,1.0,114780.81999999983
2013-05-14,1426.0,-55.0,0.0,115031.06999999983
2013-05-15,1392.9,-55.0,0.0,116851.56999999983
2013-05-16,1386.3,-57.0,1.0,117214.56999999982
2013-05-17,1359.2,-57.0,0.0,118759.2699999998
2013-05-20,1394.15,-57.0,0.0,116767.1199999998
2013-05-21,1376.3,-57.0,0.0,117784.56999999982
2013-05-22,1369.4,-57.0,0.0,118177.8699999998
2013-05-23,1391.2,-57.0,0.0,116935.2699999998
2013-05-24,1386.05,-57.0,0.0,117228.81999999982
2013-05-27,1394.78,-57.0,0.0,116731.20999999982
2013-05-28,1380.85,-57.0,0.0,117525.21999999981
2013-05-29,1392.95,-57.0,0.0,116835.5199999998
2013-05-30,1413.75,-57.0,0.0,115649.91999999981
2013-05-31,1386.9,-57.0,0.0,117180.3699999998
2013-06-03,1411.6,-57.0,0.0,115772.46999999981
2013-06-04,1399.9,-57.0,0.0,116439.3699999998
2013-06-05,1403.3,-57.0,0.0,116245.56999999982
2013-06-06,1413.65,-57.0,0.0,115655.6199999998
2013-06-07,1384.47,-57.0,0.0,117318.8799999998
2013-06-10,1386.9,-57.0,0.0,117180.3699999998
2013-06-11,1379.6,-57.0,0.0,117596.46999999981
2013-06-12,1388.4,-57.0,0.0,117094.8699999998
2013-06-13,1386.05,-57.0,0.0,117228.81999999982
2013-06-14,1390.7,-57.0,0.0,116963.7699999998
2013-06-17,1384.85,-57.0,0.0,117297.21999999981
2013-06-18,1368.4,-58.0,1.0,118234.86999999982
2013-06-19,1351.3,-58.0,0.0,119226.66999999984
2013-06-20,1278.0,-62.0,1.0,123478.06999999983
2013-06-21,1297.25,-62.0,0.0,122284.56999999983
2013-06-24,1281.9,-62.0,0.0,123236.26999999983
2013-06-25,1277.35,-62.0,0.0,123518.36999999984
2013-06-26,1226.35,-65.0,1.0,126680.36999999982
2013-06-27,1200.75,-65.0,0.0,128344.36999999982
2013-06-28,1234.25,-65.0,0.0,126166.86999999982
2013-07-01,1253.3,-63.0,1.0,124928.61999999982
2013-07-02,1242.5,-63.0,0.0,125609.01999999981
2013-07-03,1252.3,-63.0,0.0,124991.61999999982
2013-07-04,1250.3,-63.0,0.0,125117.61999999982
2013-07-05,1223.8,-63.0,0.0,126787.11999999982
2013-07-08,1237.0,-63.0,0.0,125955.51999999981
2013-07-09,1249.95,-63.0,0.0,125139.66999999981
2013-07-10,1264.25,-63.0,0.0,124238.76999999981
2013-07-11,1285.3,-63.0,0.0,122912.61999999982
2013-07-12,1284.9,62.0,1.0,122937.8199999998
2013-07-15,1282.6,62.0,0.0,122795.2199999998
2013-07-16,1292.6,62.0,0.0,123415.2199999998
2013-07-17,1276.0,62.0,0.0,122386.0199999998
2013-07-18,1285.1,62.0,0.0,122950.2199999998
2013-07-19,1296.35,62.0,0.0,123647.7199999998
2013-07-22,1335.9,-59.0,1.0,126099.8199999998
2013-07-23,1348.1,-59.0,0.0,125380.01999999981
2013-07-24,1321.3,-59.0,0.0,126961.21999999981
2013-07-25,1333.65,-59.0,0.0,126232.5699999998
2013-07-26,1333.9,-59.0,0.0,126217.8199999998
2013-07-29,1327.6,-59.0,0.0,126589.51999999981
2013-07-30,1327.3,-59.0,0.0,126607.21999999981
2013-07-31,1323.1,-59.0,0.0,126855.01999999981
2013-08-01,1308.95,-59.0,0.0,127689.8699999998
2013-08-02,1312.0,-59.0,0.0,127509.91999999981
2013-08-05,1303.95,-61.0,1.0,127984.8699999998
2013-08-06,1281.9,-61.0,0.0,129329.9199999998
2013-08-07,1287.75,-61.0,0.0,128973.0699999998
2013-08-08,1312.0,-61.0,0.0,127493.8199999998
2013-08-09,1314.5,-61.0,0.0,127341.3199999998
2013-08-12,1336.4,-61.0,0.0,126005.4199999998
2013-08-13,1321.3,-61.0,0.0,126926.5199999998
2013-08-14,1335.2,59.0,1.0,126078.6199999998
2013-08-15,1366.05,59.0,0.0,127898.7699999998
2013-08-16,1376.4,59.0,0.0,128509.41999999981
2013-08-19,1365.98,59.0,0.0,127894.63999999981
2013-08-20,1371.17,59.0,0.0,128200.8499999998
2013-08-21,1366.35,59.0,0.0,127916.4699999998
2013-08-22,1375.85,59.0,0.0,128476.9699999998
2013-08-23,1396.85,59.0,0.0,129715.9699999998
2013-08-26,1404.9,56.0,1.0,130190.91999999981
2013-08-27,1416.65,56.0,0.0,130848.91999999981
2013-08-28,1418.5,56.0,0.0,130952.5199999998
2013-08-29,1408.25,56.0,0.0,130378.5199999998
2013-08-30,1396.4,56.0,0.0,129714.91999999981
2013-09-02,1394.9,56.0,0.0,129630.91999999981
2013-09-03,1412.65,56.0,0.0,130624.91999999981
2013-09-04,1391.45,56.0,0.0,129437.7199999998
2013-09-05,1367.85,-58.0,1.0,128116.11999999979
2013-09-06,1391.61,-58.0,0.0,126738.03999999979
2013-09-09,1387.05,-58.0,0.0,127002.51999999979
2013-09-10,1364.45,-58.0,0.0,128313.31999999977
2013-09-11,1366.75,-58.0,0.0,128179.91999999978
2013-09-12,1321.05,-60.0,1.0,130830.51999999979
2013-09-13,1326.72,-60.0,0.0,130490.31999999979
2013-09-16,1314.0,-60.0,0.0,131253.5199999998
2013-09-17,1309.65,-60.0,0.0,131514.5199999998
2013-09-18,1365.15,-58.0,1.0,128184.51999999979
2013-09-19,1365.0,-58.0,0.0,128193.2199999998
2013-09-20,1325.38,-58.0,0.0,130491.17999999979
2013-09-23,1322.15,-60.0,1.0,130678.51999999979
2013-09-24,1323.2,-60.0,0.0,130615.51999999979
2013-09-25,1333.6,-60.0,0.0,129991.51999999979
2013-09-26,1323.7,-60.0,0.0,130585.51999999979
2013-09-27,1336.2,-60.0,0.0,129835.51999999979
2013-09-30,1327.55,-60.0,0.0,130354.51999999979
2013-10-01,1286.6,-62.0,1.0,132811.5199999998
2013-10-02,1315.25,-62.0,0.0,131035.2199999998
2013-10-03,1317.3,-62.0,0.0,130908.1199999998
2013-10-04,1311.35,-62.0,0.0,131277.0199999998
2013-10-07,1321.79,-62.0,0.0,130629.7399999998
2013-10-08,1318.8,-62.0,0.0,130815.1199999998
2013-10-09,1307.2,-62.0,0.0,131534.31999999977
2013-10-10,1286.24,-62.0,0.0,132833.8399999998
2013-10-11,1273.11,-62.0,0.0,133647.8999999998
2013-10-14,1273.4,-62.0,0.0,133629.9199999998
2013-10-15,1280.8,-62.0,0.0,133171.11999999982
2013-10-16,1281.6,-62.0,0.0,133121.5199999998
2013-10-17,1319.7,-62.0,0.0,130759.31999999979
2013-10-18,1316.24,-62.0,0.0,130973.8399999998
2013-10-21,1315.75,60.0,1.0,131004.2199999998
2013-10-22,1340.65,60.0,0.0,132498.2199999998
2013-10-23,1332.35,60.0,0.0,132000.2199999998
2013-10-24,1347.15,60.0,0.0,132888.2199999998
2013-10-25,1352.13,60.0,0.0,133187.0199999998
2013-10-28,1352.2,60.0,0.0,133191.2199999998
2013-10-29,1344.3,60.0,0.0,132717.2199999998
2013-10-30,1342.8,60.0,0.0,132627.2199999998
2013-10-31,1323.8,60.0,0.0,131487.2199999998
2013-11-01,1315.35,60.0,0.0,130980.2199999998
2013-11-04,1314.74,60.0,0.0,130943.61999999979
2013-11-05,1311.6,-60.0,1.0,130755.2199999998
2013-11-06,1318.4,-60.0,0.0,130347.2199999998
2013-11-07,1307.95,-60.0,0.0,130974.2199999998
2013-11-08,1288.2,-60.0,0.0,132159.2199999998
2013-11-11,1283.28,-60.0,0.0,132454.4199999998
2013-11-12,1267.99,-63.0,1.0,133371.8199999998
2013-11-13,1278.99,-63.0,0.0,132678.8199999998
2013-11-14,1287.39,-63.0,0.0,132149.6199999998
2013-11-15,1290.05,-63.0,0.0,131982.0399999998
2013-11-18,1274.35,-63.0,0.0,132971.1399999998
2013-11-19,1275.25,-63.0,0.0,132914.4399999998
2013-11-20,1243.2,-64.0,1.0,134933.5899999998
2013-11-21,1242.75,-64.0,0.0,134962.38999999978
2013-11-22,1243.6,-64.0,0.0,134907.9899999998
2013-11-25,1252.6,-64.0,0.0,134331.9899999998
2013-11-26,1243.3,-64.0,0.0,134927.18999999977
2013-11-27,1237.4,-64.0,0.0,135304.78999999978
2013-11-28,1244.15,-64.0,0.0,134872.78999999978
2013-11-29,1253.49,-64.0,0.0,134275.0299999998
2013-12-02,1220.05,-64.0,0.0,136415.18999999977
2013-12-03,1223.89,-64.0,0.0,136169.42999999976
2013-12-04,1243.66,-64.0,0.0,134904.1499999998
2013-12-05,1224.88,-64.0,0.0,136106.06999999977
2013-12-06,1228.85,-64.0,0.0,135851.9899999998
2013-12-09,1240.94,-64.0,0.0,135078.22999999978
2013-12-10,1260.72,-64.0,0.0,133812.30999999976
2013-12-11,1251.75,-64.0,0.0,134386.38999999978
2013-12-12,1223.8,-64.0,0.0,136175.18999999977
2013-12-13,1238.3,-64.0,0.0,135247.18999999977
2013-12-16,1240.57,-64.0,0.0,135101.9099999998
2013-12-17,1230.1,-64.0,0.0,135771.9899999998
2013-12-18,1218.07,-65.0,1.0,136541.9099999998
2013-12-19,1190.1,-65.0,0.0,138359.9599999998
2013-12-20,1203.25,-65.0,0.0,137505.2099999998
2013-12-23,1198.84,-65.0,0.0,137791.8599999998
2013-12-24,1204.35,-65.0,0.0,137433.7099999998
2013-12-25,1204.7,-65.0,0.0,137410.9599999998
2013-12-26,1210.7,-65.0,0.0,137020.9599999998
2013-12-27,1213.19,-65.0,0.0,136859.10999999978
2013-12-30,1196.4,-65.0,0.0,137950.4599999998
2013-12-31,1205.55,-65.0,0.0,137355.7099999998
2014-01-01,1205.9,-65.0,0.0,137332.9599999998
2014-01-02,1224.89,-65.0,0.0,136098.60999999978
2014-01-03,1236.55,-65.0,0.0,135340.7099999998
2014-01-06,1238.05,-65.0,0.0,135243.2099999998
2014-01-07,1232.1,64.0,1.0,135629.9599999998
2014-01-08,1226.1,64.0,0.0,135245.9599999998
2014-01-09,1228.0,64.0,0.0,135367.5599999998
2014-01-10,1247.1,64.0,0.0,136589.9599999998
2014-01-13,1253.44,64.0,0.0,136995.7199999998
2014-01-14,1245.1,64.0,0.0,136461.9599999998
2014-01-15,1241.74,64.0,0.0,136246.9199999998
2014-01-16,1242.55,64.0,0.0,136298.75999999978
2014-01-17,1253.82,64.0,0.0,137020.0399999998
2014-01-20,1254.35,64.0,0.0,137053.9599999998
2014-01-21,1241.49,64.0,0.0,136230.9199999998
2014-01-22,1236.49,64.0,0.0,135910.9199999998
2014-01-23,1264.35,64.0,0.0,137693.9599999998
2014-01-24,1269.25,64.0,0.0,138007.5599999998
2014-01-27,1257.07,64.0,0.0,137228.0399999998
2014-01-28,1256.55,64.0,0.0,137194.75999999978
2014-01-29,1268.4,64.0,0.0,137953.1599999998
2014-01-30,1243.7,64.0,0.0,136372.3599999998
2014-01-31,1243.8,64.0,0.0,136378.75999999978
2014-02-03,1257.64,64.0,0.0,137264.5199999998
2014-02-04,1255.0,64.0,0.0,137095.5599999998
2014-02-05,1258.01,64.0,0.0,137288.19999999978
2014-02-06,1257.64,64.0,0.0,137264.5199999998
2014-02-07,1267.06,64.0,0.0,137867.3999999998
2014-02-10,1274.9,64.0,0.0,138369.1599999998
2014-02-11,1291.85,61.0,1.0,139453.9599999998
2014-02-12,1291.25,61.0,0.0,139417.3599999998
2014-02-13,1302.7,61.0,0.0,140115.8099999998
2014-02-14,1318.93,61.0,0.0,141105.8399999998
2014-02-17,1329.1,61.0,0.0,141726.2099999998
2014-02-18,1321.6,61.0,0.0,141268.7099999998
2014-02-19,1311.8,61.0,0.0,140670.9099999998
2014-02-20,1322.89,61.0,0.0,141347.3999999998
2014-02-21,1323.39,61.0,0.0,141377.8999999998
2014-02-24,1337.0,61.0,0.0,142208.1099999998
2014-02-25,1340.75,61.0,0.0,142436.8599999998
2014-02-26,1330.75,60.0,1.0,141826.8599999998
2014-02-27,1331.44,60.0,0.0,141868.25999999983
2014-02-28,1326.4,60.0,0.0,141565.8599999998
2014-03-03,1350.9,60.0,0.0,143035.8599999998
2014-03-04,1334.9,60.0,0.0,142075.8599999998
2014-03-05,1337.39,60.0,0.0,142225.25999999983
2014-03-06,1351.35,60.0,0.0,143062.8599999998
2014-03-07,1340.25,60.0,0.0,142396.8599999998
2014-03-10,1339.15,60.0,0.0,142330.8599999998
2014-03-11,1349.95,60.0,0.0,142978.8599999998
2014-03-12,1367.08,60.0,0.0,144006.6599999998
2014-03-13,1370.6,60.0,0.0,144217.8599999998
2014-03-14,1382.24,57.0,1.0,144916.2599999998
2014-03-17,1366.95,57.0,0.0,144044.7299999998
2014-03-18,1356.25,57.0,0.0,143434.82999999978
2014-03-19,1331.45,-60.0,1.0,142021.2299999998
2014-03-20,1328.5,-60.0,0.0,142198.2299999998
2014-03-21,1334.55,-60.0,0.0,141835.2299999998
2014-03-24,1309.62,-60.0,0.0,143331.0299999998
2014-03-25,1311.05,-60.0,0.0,143245.2299999998
2014-03-26,1304.1,-60.0,0.0,143662.2299999998
2014-03-27,1291.14,-61.0,1.0,144439.82999999978
2014-03-28,1294.0,-61.0,0.0,144265.3699999998
2014-03-31,1284.25,-61.0,0.0,144860.1199999998
2014-04-01,1279.15,-61.0,0.0,145171.2199999998
2014-04-02,1289.8,-61.0,0.0,144521.56999999977
2014-04-03,1287.3,-61.0,0.0,144674.06999999977
2014-04-04,1302.7,-61.0,0.0,143734.6699999998
2014-04-07,1296.65,-61.0,0.0,144103.7199999998
2014-04-08,1308.72,-61.0,0.0,143367.44999999978
2014-04-09,1311.9,-61.0,0.0,143173.4699999998
2014-04-10,1318.92,-61.0,0.0,142745.24999999977
2014-04-11,1318.47,-61.0,0.0,142772.69999999978
2014-04-14,1326.4,60.0,1.0,142288.9699999998
2014-04-15,1302.65,60.0,0.0,140863.9699999998
2014-04-16,1302.8,60.0,0.0,140872.9699999998
2014-04-17,1294.85,60.0,0.0,140395.9699999998
2014-04-18,1293.78,60.0,0.0,140331.7699999998
2014-04-21,1290.15,60.0,0.0,140113.9699999998
2014-04-22,1283.5,-62.0,1.0,139714.9699999998
2014-04-23,1283.9,-62.0,0.0,139690.1699999998
2014-04-24,1293.85,-62.0,0.0,139073.2699999998
2014-04-25,1303.45,-62.0,0.0,138478.06999999977
2014-04-28,1296.1,-62.0,0.0,138933.7699999998
2014-04-29,1296.48,-62.0,0.0,138910.2099999998
2014-04-30,1291.9,-62.0,0.0,139194.1699999998
2014-05-01,1284.1,-62.0,0.0,139677.7699999998
2014-05-02,1300.32,-62.0,0.0,138672.1299999998
2014-05-05,1309.85,-62.0,0.0,138081.2699999998
2014-05-06,1307.65,-62.0,0.0,138217.6699999998
2014-05-07,1289.55,-62.0,0.0,139339.86999999982
2014-05-08,1289.6,-62.0,0.0,139336.7699999998
2014-05-09,1289.33,-62.0,0.0,139353.5099999998
2014-05-12,1295.8,-62.0,0.0,138952.36999999982
2014-05-13,1293.35,-62.0,0.0,139104.2699999998
2014-05-14,1305.6,-62.0,0.0,138344.7699999998
2014-05-15,1296.35,-62.0,0.0,138918.2699999998
2014-05-16,1293.7,-62.0,0.0,139082.56999999977
2014-05-19,1291.95,-62.0,0.0,139191.06999999977
2014-05-20,1294.25,-62.0,0.0,139048.4699999998
2014-05-21,1291.85,-62.0,0.0,139197.2699999998
2014-05-22,1293.85,-62.0,0.0,139073.2699999998
2014-05-23,1293.11,-62.0,0.0,139119.1499999998
2014-05-26,1293.05,-62.0,0.0,139122.86999999982
2014-05-27,1263.7,-63.0,1.0,140942.56999999977
2014-05-28,1258.5,-63.0,0.0,141270.16999999978
2014-05-29,1256.05,-63.0,0.0,141424.5199999998
2014-05-30,1251.05,-63.0,0.0,141739.5199999998
2014-06-02,1244.35,-63.0,0.0,142161.6199999998
2014-06-03,1244.65,-63.0,0.0,142142.71999999977
2014-06-04,1243.8,-63.0,0.0,142196.2699999998
2014-06-05,1253.6,-63.0,0.0,141578.8699999998
2014-06-06,1252.73,-63.0,0.0,141633.67999999976
2014-06-09,1252.08,-63.0,0.0,141674.62999999977
2014-06-10,1260.8,-63.0,0.0,141125.2699999998
2014-06-11,1260.74,-63.0,0.0,141129.04999999978
2014-06-12,1273.36,-63.0,0.0,140333.9899999998
2014-06-13,1277.0,-63.0,0.0,140104.66999999978
2014-06-16,1271.6,-63.0,0.0,140444.8699999998
2014-06-17,1271.5,-63.0,0.0,140451.16999999978
2014-06-18,1278.4,-63.0,0.0,140016.46999999977
2014-06-19,1320.1,-60.0,1.0,137389.3699999998
2014-06-20,1314.82,-60.0,0.0,137706.1699999998
2014-06-23,1318.1,-60.0,0.0,137509.3699999998
2014-06-24,1318.3,-60.0,0.0,137497.3699999998
2014-06-25,1319.5,-60.0,0.0,137425.3699999998
2014-06-26,1317.95,-60.0,0.0,137518.3699999998
2014-06-27,1315.35,-60.0,0.0,137674.3699999998
2014-06-30,1327.5,-60.0,0.0,136945.3699999998
2014-07-01,1325.75,-60.0,0.0,137050.3699999998
2014-07-02,1327.45,-60.0,0.0,136948.3699999998
2014-07-03,1319.8,-60.0,0.0,137407.3699999998
2014-07-04,1320.55,-60.0,0.0,137362.3699999998
2014-07-07,1320.2,-60.0,0.0,137383.3699999998
2014-07-08,1318.95,-60.0,0.0,137458.3699999998
2014-07-09,1326.7,-60.0,0.0,136993.3699999998
2014-07-10,1335.55,-60.0,0.0,136462.3699999998
2014-07-11,1338.15,-60.0,0.0,136306.3699999998
2014-07-14,1307.15,-60.0,0.0,138166.3699999998
2014-07-15,1294.45,-61.0,1.0,138928.36999999976
2014-07-16,1299.37,-61.0,0.0,138628.24999999977
2014-07-17,1318.25,-61.0,0.0,137476.56999999977
2014-07-18,1310.9,-61.0,0.0,137924.91999999975
2014-07-21,1311.9,-61.0,0.0,137863.91999999975
2014-07-22,1307.35,-61.0,0.0,138141.4699999998
2014-07-23,1304.15,-61.0,0.0,138336.66999999975
2014-07-24,1293.35,-61.0,0.0,138995.4699999998
2014-07-25,1308.05,-61.0,0.0,138098.7699999998
2014-07-28,1304.25,-61.0,0.0,138330.56999999977
2014-07-29,1298.75,-61.0,0.0,138666.06999999977
2014-07-30,1295.05,-61.0,0.0,138891.7699999998
2014-07-31,1282.35,-61.0,0.0,139666.4699999998
2014-08-01,1294.1,-61.0,0.0,138949.7199999998
2014-08-04,1288.35,-61.0,0.0,139300.4699999998
2014-08-05,1288.0,-61.0,0.0,139321.81999999977
2014-08-06,1306.25,-61.0,0.0,138208.56999999977
2014-08-07,1313.55,-61.0,0.0,137763.2699999998
2014-08-08,1309.6,-61.0,0.0,138004.2199999998
2014-08-11,1308.1,-61.0,0.0,138095.7199999998
2014-08-12,1308.6,-61.0,0.0,138065.2199999998
2014-08-13,1312.86,-61.0,0.0,137805.35999999978
2014-08-14,1313.24,-61.0,0.0,137782.17999999976
2014-08-15,1304.6,-61.0,0.0,138309.2199999998
2014-08-18,1297.46,-61.0,0.0,138744.75999999978
2014-08-19,1295.5,-61.0,0.0,138864.31999999977
2014-08-20,1292.15,-61.0,0.0,139068.66999999975
2014-08-21,1277.25,-62.0,1.0,139977.56999999977
2014-08-22,1281.23,-62.0,0.0,139730.80999999976
2014-08-25,1276.6,-62.0,0.0,140017.86999999976
2014-08-26,1280.9,-62.0,0.0,139751.2699999998
2014-08-27,1282.95,-62.0,0.0,139624.16999999975
2014-08-28,1290.0,-62.0,0.0,139187.06999999977
2014-08-29,1287.57,-62.0,0.0,139337.72999999978
2014-09-01,1287.3,-62.0,0.0,139354.4699999998
2014-09-02,1265.9,-62.0,0.0,140681.2699999998
2014-09-03,1269.07,-62.0,0.0,140484.72999999978
2014-09-04,1261.1,-62.0,0.0,140978.86999999976
2014-09-05,1268.85,-62.0,0.0,140498.36999999976
2014-09-08,1255.7,-62.0,0.0,141313.66999999975
2014-09-09,1256.2,-62.0,0.0,141282.66999999975
2014-09-10,1248.75,-64.0,1.0,141744.56999999977
2014-09-11,1240.75,-64.0,0.0,142256.56999999977
2014-09-12,1228.63,-64.0,0.0,143032.24999999977
2014-09-15,1233.0,-64.0,0.0,142752.56999999977
2014-09-16,1235.2,-64.0,0.0,142611.7699999998
2014-09-17,1223.25,-64.0,0.0,143376.56999999977
2014-09-18,1225.45,-64.0,0.0,143235.7699999998
2014-09-19,1216.45,-64.0,0.0,143811.7699999998
2014-09-22,1215.05,-64.0,0.0,143901.36999999976
2014-09-23,1222.95,-64.0,0.0,143395.7699999998
2014-09-24,1217.05,-64.0,0.0,143773.36999999976
2014-09-25,1222.62,-64.0,0.0,143416.88999999978
2014-09-26,1219.51,-64.0,0.0,143615.92999999976
2014-09-29,1215.95,-64.0,0.0,143843.7699999998
2014-09-30,1209.24,-66.0,1.0,144273.2099999998
2014-10-01,1213.65,-66.0,0.0,143982.1499999998
2014-10-02,1213.5,-66.0,0.0,143992.04999999978
2014-10-03,1191.2,-66.0,0.0,145463.8499999998
2014-10-06,1207.15,-66.0,0.0,144411.1499999998
2014-10-07,1209.0,-66.0,0.0,144289.04999999978
2014-10-08,1221.7,-66.0,0.0,143450.8499999998
2014-10-09,1224.15,-66.0,0.0,143289.1499999998
2014-10-10,1223.48,-66.0,0.0,143333.36999999976
2014-10-13,1237.15,-66.0,0.0,142431.1499999998
2014-10-14,1232.75,-66.0,0.0,142721.54999999978
2014-10-15,1241.07,64.0,1.0,142172.4299999998
2014-10-16,1239.1,64.0,0.0,142046.3499999998
2014-10-17,1238.19,64.0,0.0,141988.1099999998
2014-10-20,1246.6,64.0,0.0,142526.3499999998
2014-10-21,1249.3,64.0,0.0,142699.1499999998
2014-10-22,1241.03,64.0,0.0,142169.8699999998
2014-10-23,1232.15,64.0,0.0,141601.5499999998
2014-10-24,1231.46,64.0,0.0,141557.38999999978
2014-10-27,1225.4,64.0,0.0,141169.5499999998
2014-10-28,1228.4,64.0,0.0,141361.5499999998
2014-10-29,1211.8,-66.0,1.0,140299.1499999998
2014-10-30,1198.9,-66.0,0.0,141150.54999999976
2014-10-31,1174.42,-68.0,1.0,142766.22999999978
2014-11-03,1165.35,-68.0,0.0,143382.9899999998
2014-11-04,1168.3,-68.0,0.0,143182.38999999978
2014-11-05,1141.4,-68.0,0.0,145011.58999999976
2014-11-06,1141.2,-68.0,0.0,145025.18999999977
2014-11-07,1176.65,-67.0,1.0,142614.5899999998
2014-11-10,1150.6,-67.0,0.0,144359.93999999977
2014-11-11,1164.8,-67.0,0.0,143408.5399999998
2014-11-12,1160.92,-67.0,0.0,143668.49999999977
2014-11-13,1161.96,-67.0,0.0,143598.81999999977
2014-11-14,1188.25,-67.0,0.0,141837.38999999978
2014-11-17,1186.55,-67.0,0.0,141951.2899999998
2014-11-18,1197.55,66.0,1.0,141214.2899999998
2014-11-19,1183.3,66.0,0.0,140273.7899999998
2014-11-20,1193.75,66.0,0.0,140963.48999999982
2014-11-21,1201.4,66.0,0.0,141468.3899999998
2014-11-24,1197.4,66.0,0.0,141204.3899999998
2014-11-25,1201.19,66.0,0.0,141454.5299999998
2014-11-26,1197.9,66.0,0.0,141237.3899999998
2014-11-27,1191.75,66.0,0.0,140831.48999999982
2014-11-28,1167.35,66.0,0.0,139221.0899999998
2014-12-01,1210.9,-66.0,1.0,142095.38999999978
2014-12-02,1199.01,-66.0,0.0,142880.1299999998
2014-12-03,1209.64,-66.0,0.0,142178.5499999998
2014-12-04,1205.78,-66.0,0.0,142433.30999999982
2014-12-05,1192.05,-66.0,0.0,143339.48999999982
2014-12-08,1203.2,-66.0,0.0,142603.5899999998
2014-12-09,1230.85,-64.0,1.0,140778.68999999983
2014-12-10,1226.75,-64.0,0.0,141041.08999999982
2014-12-11,1227.95,-64.0,0.0,140964.2899999998
2014-12-12,1222.6,-64.0,0.0,141306.68999999983
2014-12-15,1192.6,-67.0,1.0,143226.68999999983
2014-12-16,1196.6,-67.0,0.0,142958.68999999983
2014-12-17,1188.7,-67.0,0.0,143487.98999999982
2014-12-18,1198.4,-67.0,0.0,142838.08999999985
2014-12-19,1195.95,-67.0,0.0,143002.23999999982
2014-12-22,1175.05,-67.0,0.0,144402.53999999986
2014-12-23,1175.68,-67.0,0.0,144360.32999999984
2014-12-24,1173.8,-67.0,0.0,144486.28999999986
2014-12-26,1195.4,-67.0,0.0,143039.08999999985
2014-12-29,1183.1,-67.0,0.0,143863.18999999983
2014-12-30,1200.24,-67.0,0.0,142714.80999999982
2014-12-31,1183.95,-67.0,0.0,143806.23999999982
2015-01-01,1181.97,-67.0,0.0,143938.89999999985
2015-01-02,1189.18,-67.0,0.0,143455.82999999984
2015-01-05,1204.45,-67.0,0.0,142432.73999999982
2015-01-06,1219.2,-67.0,0.0,141444.48999999982
2015-01-07,1210.8,-67.0,0.0,142007.28999999986
2015-01-08,1208.98,-67.0,0.0,142129.22999999984
2015-01-09,1223.4,-67.0,0.0,141163.08999999985
2015-01-12,1233.64,-67.0,0.0,140477.00999999983
2015-01-13,1230.88,64.0,1.0,140661.92999999982
2015-01-14,1229.95,64.0,0.0,140602.4099999998
2015-01-15,1261.64,64.0,0.0,142630.56999999983
