date,price
2013-12-19,1190.1
2013-12-18,1218.07
2013-12-17,1230.1
2013-12-16,1240.57
2013-12-13,1238.3
2013-12-12,1223.8
2013-12-11,1251.75
2013-12-10,1260.72
2013-12-09,1240.94
2013-12-06,1228.85
2013-12-05,1224.88
2013-12-04,1243.66
2013-12-03,1223.89
2013-12-02,1220.05
2013-11-29,1253.49
2013-11-28,1244.15
2013-11-27,1237.4
2013-11-26,1243.3
2013-11-25,1252.6
2013-11-22,1243.6
2013-11-21,1242.75
2013-11-20,1243.2
2013-11-19,1275.25
2013-11-18,1274.35
2013-11-15,1290.05
2013-11-14,1287.39
2013-11-13,1278.99
2013-11-12,1267.99
2013-11-11,1283.28
2013-11-08,1288.2
2013-11-07,1307.95
2013-11-06,1318.4
2013-11-05,1311.6
2013-11-04,1314.74
2013-11-01,1315.35
2013-10-31,1323.8
2013-10-30,1342.8
2013-10-29,1344.3
2013-10-28,1352.2
2013-10-25,1352.13
2013-10-24,1347.15
2013-10-23,1332.35
2013-10-22,1340.65
2013-10-21,1315.75
2013-10-18,1316.24
2013-10-17,1319.7
2013-10-16,1281.6
2013-10-15,1280.8
2013-10-14,1273.4
2013-10-11,1273.11
2013-10-10,1286.24
2013-10-09,1307.2
2013-10-08,1318.8
2013-10-07,1321.79
2013-10-04,1311.35
2013-10-03,1317.3
2013-10-02,1315.25
2013-10-01,1286.6
2013-09-30,1327.55
2013-09-27,1336.2
2013-09-26,1323.7
2013-09-25,1333.6
2013-09-24,1323.2
2013-09-23,1322.15
2013-09-20,1325.38
2013-09-19,1365.0
2013-09-18,1365.15
2013-09-17,1309.65
2013-09-16,1314.0
2013-09-13,1326.72
2013-09-12,1321.05
2013-09-11,1366.75
2013-09-10,1364.45
2013-09-09,1387.05
2013-09-06,1391.61
2013-09-05,1367.85
2013-09-04,1391.45
2013-09-03,1412.65
2013-09-02,1394.9
2013-08-30,1396.4
2013-08-29,1408.25
2013-08-28,1418.5
2013-08-27,1416.65
2013-08-26,1404.9
2013-08-23,1396.85
2013-08-22,1375.85
2013-08-21,1366.35
2013-08-20,1371.17
2013-08-19,1365.98
2013-08-16,1376.4
2013-08-15,1366.05
2013-08-14,1335.2
2013-08-13,1321.3
2013-08-12,1336.4
2013-08-09,1314.5
2013-08-08,1312.0
2013-08-07,1287.75
2013-08-06,1281.9
2013-08-05,1303.95
2013-08-02,1312.0
2013-08-01,1308.95
2013-07-31,1323.1
2013-07-30,1327.3
2013-07-29,1327.6
2013-07-26,1333.9
2013-07-25,1333.65
2013-07-24,1321.3
2013-07-23,1348.1
2013-07-22,1335.9
2013-07-19,1296.35
2013-07-18,1285.1
2013-07-17,1276.0
2013-07-16,1292.6
2013-07-15,1282.6
2013-07-12,1284.9
2013-07-11,1285.3
2013-07-10,1264.25
2013-07-09,1249.95
2013-07-08,1237.0
2013-07-05,1223.8
2013-07-04,1250.3
2013-07-03,1252.3
2013-07-02,1242.5
2013-07-01,1253.3
2013-06-28,1234.25
2013-06-27,1200.75
2013-06-26,1226.35
2013-06-25,1277.35
2013-06-24,1281.9
2013-06-21,1297.25
2013-06-20,1278.0
2013-06-19,1351.3
2013-06-18,1368.4
2013-06-17,1384.85
2013-06-14,1390.7
2013-06-13,1386.05
2013-06-12,1388.4
2013-06-11,1379.6
2013-06-10,1386.9
2013-06-07,1384.47
2013-06-06,1413.65
2013-06-05,1403.3
2013-06-04,1399.9
2013-06-03,1411.6
2013-05-31,1386.9
2013-05-30,1413.75
2013-05-29,1392.95
2013-05-28,1380.85
2013-05-27,1394.78
2013-05-24,1386.05
2013-05-23,1391.2
2013-05-22,1369.4
2013-05-21,1376.3
2013-05-20,1394.15
2013-05-17,1359.2
2013-05-16,1386.3
2013-05-15,1392.9
2013-05-14,1426.0
2013-05-13,1430.55
2013-05-10,1448.2
2013-05-09,1458.2
2013-05-08,1472.8
2013-05-07,1452.6
2013-05-06,1469.5
2013-05-03,1470.7
2013-05-02,1467.1
2013-05-01,1457.6
2013-04-30,1477.1
2013-04-29,1476.65
2013-04-26,1463.0
2013-04-25,1467.85
2013-04-24,1431.3
2013-04-23,1413.35
2013-04-22,1426.25
2013-04-19,1404.35
2013-04-18,1391.25
2013-04-17,1377.0
2013-04-16,1368.9
2013-04-15,1353.25
2013-04-12,1478.85
2013-04-11,1561.35
2013-04-10,1558.75
2013-04-09,1585.2
2013-04-08,1573.7
2013-04-05,1582.0
2013-04-04,1553.32
2013-04-03,1557.85
2013-04-02,1575.85
2013-04-01,1598.9
2013-03-28,1596.74
2013-03-27,1605.4
2013-03-26,1599.2
2013-03-25,1605.4
2013-03-22,1608.45
2013-03-21,1614.7
2013-03-20,1606.5
2013-03-19,1613.4
2013-03-18,1605.3
2013-03-15,1592.45
2013-03-14,1590.3
2013-03-13,1587.8
2013-03-12,1592.7
2013-03-11,1581.0
2013-03-08,1578.35
2013-03-07,1578.9
2013-03-06,1583.69
2013-03-05,1575.44
2013-03-04,1573.95
2013-03-01,1575.24
2013-02-28,1580.14
2013-02-27,1597.6
2013-02-26,1613.49
2013-02-25,1594.24
2013-02-22,1580.7
2013-02-21,1576.05
2013-02-20,1562.9
2013-02-19,1604.6
2013-02-18,1610.05
2013-02-15,1609.44
2013-02-14,1634.85
2013-02-13,1642.74
2013-02-12,1650.8
2013-02-11,1649.74
2013-02-08,1667.5
2013-02-07,1671.3
2013-02-06,1677.49
2013-02-05,1673.0
2013-02-04,1674.4
2013-02-01,1667.15
2013-01-31,1663.6
2013-01-30,1677.1
2013-01-29,1663.85
2013-01-28,1654.95
2013-01-25,1658.69
2013-01-24,1667.74
2013-01-23,1685.75
2013-01-22,1692.1
2013-01-21,1690.05
2013-01-18,1683.95
2013-01-17,1687.64
2013-01-16,1679.5
2013-01-15,1678.9
2013-01-14,1667.2
2013-01-11,1663.05
2013-01-10,1675.25
2013-01-09,1657.9
2013-01-08,1659.0
2013-01-07,1647.25
2013-01-04,1656.85
2013-01-03,1663.35
2013-01-02,1686.75
2013-01-01,1675.15
2012-12-31,1674.95
2012-12-28,1655.4
2012-12-27,1663.9
2012-12-26,1660.14
2012-12-25,1658.9
2012-12-24,1657.48
2012-12-21,1656.99
2012-12-20,1647.75
2012-12-19,1666.94
2012-12-18,1670.15
2012-12-17,1697.93
2012-12-14,1695.47
2012-12-13,1697.3
2012-12-12,1711.95
2012-12-11,1710.1
2012-12-10,1710.25
2012-12-07,1703.65
2012-12-06,1699.14
2012-12-05,1693.99
2012-12-04,1697.35
2012-12-03,1715.25
2012-11-30,1714.8
2012-11-29,1725.4
2012-11-28,1719.69
2012-11-27,1742.05
2012-11-26,1749.1
2012-11-23,1753.0
2012-11-22,1729.55
2012-11-21,1729.11
2012-11-20,1728.65
2012-11-19,1731.94
2012-11-16,1713.7
2012-11-15,1715.8
2012-11-14,1726.45
2012-11-13,1725.5
2012-11-12,1728.35
2012-11-09,1731.24
2012-11-08,1730.99
2012-11-07,1716.69
2012-11-06,1715.95
2012-11-05,1684.6
2012-11-02,1677.85
2012-11-01,1714.7
2012-10-31,1720.55
2012-10-30,1709.49
2012-10-29,1709.85
2012-10-26,1711.35
2012-10-25,1711.8
2012-10-24,1702.43
2012-10-23,1708.7
2012-10-22,1729.45
2012-10-19,1720.9
2012-10-18,1741.7
2012-10-17,1750.3
2012-10-16,1747.8
2012-10-15,1736.1
2012-10-12,1754.25
2012-10-11,1768.8
2012-10-10,1762.55
2012-10-09,1764.15
2012-10-08,1774.9
2012-10-05,1780.98
2012-10-04,1790.55
2012-10-03,1779.15
2012-10-02,1778.0
2012-10-01,1774.4
2012-09-28,1771.22
2012-09-27,1777.9
2012-09-26,1752.2
2012-09-25,1760.65
2012-09-24,1764.15
2012-09-21,1773.05
2012-09-20,1766.7
2012-09-19,1769.8
2012-09-18,1770.95
2012-09-17,1761.45
2012-09-14,1772.48
2012-09-13,1766.9
2012-09-12,1731.5
2012-09-11,1731.75
2012-09-10,1725.8
2012-09-07,1736.5
2012-09-06,1701.65
2012-09-05,1693.65
2012-09-04,1696.4
2012-09-03,1692.4
2012-08-31,1691.15
2012-08-30,1656.15
2012-08-29,1656.55
2012-08-28,1667.03
2012-08-27,1664.1
2012-08-24,1670.35
2012-08-23,1670.65
2012-08-22,1654.0
2012-08-21,1638.5
2012-08-20,1620.7
2012-08-17,1615.8
2012-08-16,1614.8
2012-08-15,1603.38
2012-08-14,1598.65
2012-08-13,1610.15
2012-08-10,1620.05
2012-08-09,1617.7
2012-08-08,1611.9
2012-08-07,1611.18
2012-08-06,1611.0
2012-08-03,1604.3
2012-08-02,1590.35
2012-08-01,1599.2
2012-07-31,1613.9
2012-07-30,1621.1
2012-07-27,1623.28
2012-07-26,1616.2
2012-07-25,1605.38
2012-07-24,1580.5
2012-07-23,1576.9
2012-07-20,1583.63
2012-07-19,1582.05
2012-07-18,1573.8
2012-07-17,1582.75
2012-07-16,1589.35
2012-07-13,1589.05
2012-07-12,1572.4
2012-07-11,1576.9
2012-07-10,1566.5
2012-07-09,1587.15
2012-07-06,1582.9
2012-07-05,1604.75
2012-07-04,1615.63
2012-07-03,1616.65
2012-07-02,1596.35
2012-06-29,1598.6
2012-06-28,1551.9
2012-06-27,1574.3
2012-06-26,1572.15
2012-06-25,1584.6
2012-06-22,1572.15
2012-06-21,1565.3
2012-06-20,1605.9
2012-06-19,1618.07
2012-06-18,1628.4
2012-06-15,1626.76
2012-06-14,1623.32
2012-06-13,1618.35
2012-06-12,1610.05
2012-06-11,1596.45
2012-06-08,1594.45
2012-06-07,1589.0
2012-06-06,1620.4
2012-06-05,1617.1
2012-06-04,1618.4
2012-06-01,1626.25
2012-05-31,1560.7
2012-05-30,1562.45
2012-05-29,1555.75
2012-05-28,1573.33
2012-05-25,1573.45
2012-05-24,1559.0
2012-05-23,1562.0
2012-05-22,1568.95
2012-05-21,1592.65
2012-05-18,1593.09
2012-05-17,1574.0
2012-05-16,1540.05
2012-05-15,1544.45
2012-05-14,1556.85
2012-05-11,1580.05
2012-05-10,1593.66
2012-05-09,1589.34
2012-05-08,1605.0
2012-05-07,1639.15
2012-05-04,1642.83
2012-05-03,1635.76
2012-05-02,1653.5
2012-05-01,1662.1
2012-04-30,1664.36
2012-04-27,1662.05
2012-04-26,1656.9
2012-04-25,1644.7
2012-04-24,1641.0
2012-04-23,1638.7
2012-04-20,1642.7
2012-04-19,1643.6
2012-04-18,1642.07
2012-04-17,1649.9
2012-04-16,1652.1
2012-04-13,1659.0
2012-04-12,1675.48
2012-04-11,1657.95
2012-04-10,1660.35
2012-04-09,1641.28
2012-04-06,1639.49
2012-04-05,1631.25
2012-04-04,1620.23
2012-04-03,1645.33
2012-04-02,1677.75
2012-03-30,1668.9
2012-03-29,1661.38
2012-03-28,1662.18
2012-03-27,1680.05
2012-03-26,1689.98
2012-03-23,1662.26
2012-03-22,1644.85
2012-03-21,1650.5
2012-03-20,1650.35
2012-03-19,1664.55
2012-03-16,1660.65
2012-03-15,1658.23
2012-03-14,1643.6
2012-03-13,1675.5
2012-03-12,1700.53
2012-03-09,1713.09
2012-03-08,1700.65
2012-03-07,1684.95
2012-03-06,1674.0
2012-03-05,1706.7
2012-03-02,1712.3
2012-03-01,1716.55
2012-02-29,1695.2
2012-02-28,1785.85
2012-02-27,1766.3
2012-02-24,1773.49
2012-02-23,1780.1
2012-02-22,1777.55
2012-02-21,1759.15
2012-02-20,1734.0
2012-02-17,1722.45
2012-02-16,1728.7
2012-02-15,1729.01
2012-02-14,1720.1
2012-02-13,1722.5
2012-02-10,1719.85
2012-02-09,1729.6
2012-02-08,1733.55
2012-02-07,1746.5
2012-02-06,1720.3
2012-02-03,1725.3
2012-02-02,1759.99
2012-02-01,1743.6
2012-01-31,1739.43
2012-01-30,1730.05
2012-01-27,1738.89
2012-01-26,1721.5
2012-01-25,1711.9
2012-01-24,1665.2
2012-01-23,1677.0
2012-01-20,1666.9
2012-01-19,1657.6
2012-01-18,1661.25
2012-01-17,1651.74
2012-01-16,1643.4
2012-01-13,1639.35
2012-01-12,1650.1
2012-01-11,1641.8
2012-01-10,1631.56
2012-01-09,1611.5
2012-01-06,1616.85
2012-01-05,1623.0
2012-01-04,1612.4
2012-01-03,1604.14
2012-01-02,1566.27
2011-12-30,1564.3
2011-12-29,1546.7
2011-12-28,1553.0
2011-12-27,1592.9
2011-12-26,1605.82
2011-12-23,1606.6
2011-12-22,1604.7
2011-12-21,1615.15
2011-12-20,1615.65
2011-12-19,1594.1
2011-12-16,1597.95
2011-12-15,1570.7
2011-12-14,1575.1
2011-12-13,1632.1
2011-12-12,1666.3
2011-12-09,1711.1
2011-12-08,1708.8
2011-12-07,1742.1
2011-12-06,1728.2
2011-12-05,1721.64
2011-12-02,1745.25
2011-12-01,1745.25
2011-11-30,1745.7
2011-11-29,1716.75
2011-11-28,1712.3
2011-11-25,1680.13
2011-11-24,1694.75
2011-11-23,1693.3
2011-11-22,1699.2
2011-11-21,1680.85
2011-11-18,1723.05
2011-11-17,1719.1
2011-11-16,1762.35
2011-11-15,1781.4
2011-11-14,1781.0
2011-11-11,1788.99
2011-11-10,1759.2
2011-11-09,1772.24
2011-11-08,1785.0
2011-11-07,1795.86
2011-11-04,1754.15
2011-11-03,1763.15
2011-11-02,1737.0
2011-11-01,1720.3
2011-10-31,1715.25
2011-10-28,1742.95
2011-10-27,1744.45
2011-10-26,1725.75
2011-10-25,1705.35
2011-10-24,1652.68
2011-10-21,1641.02
2011-10-20,1619.1
2011-10-19,1641.8
2011-10-18,1655.15
2011-10-17,1670.65
2011-10-14,1679.95
2011-10-13,1666.7
2011-10-12,1677.2
2011-10-11,1663.1
2011-10-10,1675.44
2011-10-07,1639.45
2011-10-06,1650.63
2011-10-05,1640.9
2011-10-04,1624.3
2011-10-03,1660.95
2011-09-30,1623.75
2011-09-29,1614.55
2011-09-28,1608.8
2011-09-27,1649.95
2011-09-26,1627.35
2011-09-23,1656.59
2011-09-22,1735.83
2011-09-21,1781.79
2011-09-20,1803.75
2011-09-19,1778.75
2011-09-16,1811.95
2011-09-15,1789.14
2011-09-14,1819.7
2011-09-13,1833.8
2011-09-12,1813.75
2011-09-09,1857.81
2011-09-08,1868.76
2011-09-07,1816.96
2011-09-06,1873.72
2011-09-05,1900.49
2011-09-02,1884.2
2011-09-01,1825.05
2011-08-31,1823.8
2011-08-30,1835.3
2011-08-29,1788.45
2011-08-26,1828.55
2011-08-25,1771.6
2011-08-24,1751.05
2011-08-23,1830.15
2011-08-22,1898.1
2011-08-19,1852.45
2011-08-18,1824.35
2011-08-17,1788.65
2011-08-16,1786.3
2011-08-15,1765.5
2011-08-12,1746.6
2011-08-11,1767.9
2011-08-10,1795.0
2011-08-09,1743.9
2011-08-08,1717.35
2011-08-05,1665.0
2011-08-04,1648.4
2011-08-03,1661.2
2011-08-02,1659.75
2011-08-01,1620.1
2011-07-29,1626.64
2011-07-28,1616.85
2011-07-27,1613.5
2011-07-26,1619.3
2011-07-25,1614.55
2011-07-22,1599.25
2011-07-21,1589.9
2011-07-20,1602.1
2011-07-19,1588.35
2011-07-18,1605.4
2011-07-15,1594.1
2011-07-14,1587.25
2011-07-13,1582.25
2011-07-12,1567.2
2011-07-11,1554.1
2011-07-08,1544.25
2011-07-07,1532.55
2011-07-06,1529.5
2011-07-05,1516.3
2011-07-04,1495.95
2011-07-01,1486.5
2011-06-30,1500.1
2011-06-29,1512.05
2011-06-28,1501.0
2011-06-27,1497.0
2011-06-24,1502.15
2011-06-23,1520.85
2011-06-22,1547.8
2011-06-21,1546.2
2011-06-20,1540.45
2011-06-17,1539.5
2011-06-16,1528.85
2011-06-15,1530.7
2011-06-14,1524.1
2011-06-13,1515.23
2011-06-10,1531.9
2011-06-09,1544.35
2011-06-08,1537.55
2011-06-07,1544.25
2011-06-06,1544.0
2011-06-03,1542.5
2011-06-02,1533.9
2011-06-01,1540.7
2011-05-31,1535.35
2011-05-30,1538.45
2011-05-27,1536.65
2011-05-26,1519.05
2011-05-25,1525.95
2011-05-24,1526.4
2011-05-23,1517.2
2011-05-20,1513.55
2011-05-19,1493.6
2011-05-18,1497.0
2011-05-17,1486.85
2011-05-16,1489.7
2011-05-13,1494.55
2011-05-12,1502.85
2011-05-11,1500.25
2011-05-10,1515.72
2011-05-09,1513.05
2011-05-06,1495.25
2011-05-05,1473.65
2011-05-04,1515.95
2011-05-03,1536.83
