0,1,2
2012-09-18,114833.64000000001,0.014
2012-09-04,108341.71999999996,0.014
2012-08-21,109130.91999999994,0.014
2012-08-07,108009.63999999991,0.014
2012-07-24,107565.69999999992,0.014
2012-07-10,101640.85999999991,0.014
2012-06-26,101310.19999999994,0.014
2012-06-12,107370.10999999988,0.014
2012-05-29,100323.56999999992,0.014
2012-05-15,103790.91999999991,0.014
2012-05-01,105220.74999999981,0.014
2012-04-17,98054.42999999986,0.014
2012-04-03,93542.04999999989,0.014
2012-03-20,94378.54999999984,0.014
2012-03-06,92047.65999999983,0.014
2012-02-21,97911.20999999988,0.014
2012-02-07,88220.88999999987,0.014
2012-01-24,89390.3899999999,0.014
2012-01-10,93072.8899999999,0.014
2011-12-27,85948.89999999992,0.014
2011-12-13,83990.36999999992,0.014
2011-11-29,93402.05999999988,0.014
2011-11-15,93972.4599999999,0.014
2011-11-01,98211.59999999998,0.014
2011-10-18,88909.9299999999,0.014
2011-10-04,91095.72999999994,0.014
2011-09-20,95921.41999999994,0.014
2011-09-06,100270.2199999999,0.014
2011-08-23,95959.49999999987,0.014
2011-08-09,96020.3999999999,0.014
2011-07-26,90321.04999999987,0.014
2011-07-12,96571.89999999989,0.014
2011-06-28,94190.49999999994,0.014
2011-06-14,96472.19999999995,0.014
2011-05-31,95280.08999999991,0.014
2011-05-17,91880.96999999991,0.014
2011-05-03,89692.7199999999,0.014
2017-04-13,104226.15000000017,0.015
2017-03-30,104618.69000000016,0.015
2017-03-16,104990.85000000015,0.015
2017-03-02,103234.85000000015,0.015
2017-02-16,107129.34000000016,0.015
2017-02-02,106971.34000000014,0.015
2017-01-19,104409.96000000012,0.015
2017-01-05,107402.69000000013,0.015
2016-12-22,102533.19000000015,0.015
2016-12-08,101909.65000000013,0.015
2016-11-24,101792.22000000009,0.015
2016-11-10,104804.15000000013,0.015
2016-10-27,105935.9100000001,0.015
2016-10-13,104731.45000000006,0.015
2016-09-29,103497.12000000004,0.015
2016-09-15,108154.34000000003,0.015
2016-09-01,109092.16000000005,0.015
2016-08-18,108386.80000000005,0.015
2016-08-04,109648.31000000007,0.015
2016-07-21,104565.09000000007,0.015
2016-07-07,105719.86000000009,0.015
2016-06-23,106287.05000000006,0.015
2016-06-09,101586.42000000003,0.015
2016-05-26,98657.66,0.015
2016-05-12,100415.15000000001,0.015
2016-04-28,101159.54000000008,0.015
2016-04-14,98430.30000000005,0.015
2016-03-31,97817.82000000002,0.015
2016-03-17,97954.17000000003,0.015
2016-03-03,96496.06000000003,0.015
2016-02-18,92783.52999999998,0.015
2016-02-04,89549.29000000001,0.015
2016-01-21,87039.57,0.015
2016-01-07,85948.57000000004,0.015
2015-12-24,86278.31000000008,0.015
2015-12-10,85843.62000000008,0.015
2015-11-26,86361.25000000009,0.015
2015-11-12,86962.6500000001,0.015
2015-10-29,93415.96000000004,0.015
2015-10-15,93721.48000000004,0.015
2015-10-01,90939.09000000005,0.015
2015-09-17,86241.90000000002,0.015
2015-09-03,84377.14000000004,0.015
2015-08-20,87547.12000000001,0.015
2015-08-06,82433.98999999999,0.015
2015-07-23,86311.95,0.015
2015-07-09,88459.48000000001,0.015
2015-06-25,86819.39000000004,0.015
2015-06-11,92296.34000000005,0.015
2015-05-28,92794.74000000008,0.015
2015-05-14,92239.58000000007,0.015
2015-04-30,98825.00000000012,0.015
2015-04-16,96641.64000000009,0.015
2015-04-02,100169.80000000006,0.015
2015-03-19,96401.37000000002,0.015
2015-03-05,96931.25000000006,0.015
2015-02-19,99148.45000000004,0.015
2015-02-05,106586.12000000002,0.015
2015-01-22,107127.54000000008,0.015
2015-01-08,103056.54000000007,0.015
2014-12-24,102601.16000000005,0.015
2014-12-10,107101.25000000003,0.015
2014-11-26,105017.91,0.015
2014-11-12,106863.76999999999,0.015
2014-10-29,107588.73999999999,0.015
2014-10-15,110768.68000000002,0.015
2014-10-01,108910.18000000007,0.015
2014-09-17,107834.45000000007,0.015
2014-09-03,106670.1100000001,0.015
2014-08-20,105790.53000000012,0.015
2014-08-06,112300.56000000011,0.015
2014-07-23,111377.32000000017,0.015
2014-07-09,111860.22000000012,0.015
2014-06-25,109207.3300000001,0.015
2014-06-11,112231.9700000001,0.015
2014-05-28,114634.17000000009,0.015
2014-05-14,109625.45000000008,0.015
2014-04-30,111338.27000000006,0.015
2014-04-16,110620.43000000007,0.015
2014-04-02,109107.6200000001,0.015
2014-03-19,106730.17000000006,0.015
2014-03-05,110859.25000000007,0.015
2014-02-19,110100.83000000009,0.015
2014-02-05,106395.45000000008,0.015
2014-01-22,110409.56000000011,0.015
2014-01-08,107171.99000000015,0.015
2013-12-25,104861.10000000012,0.015
2013-12-11,101102.5800000001,0.015
2013-11-27,101880.74000000008,0.015
2013-11-13,108665.18000000007,0.015
2013-10-30,115444.6200000001,0.015
2013-10-16,112107.76000000015,0.015
2013-10-02,112116.70000000013,0.015
2013-09-18,116893.04000000017,0.015
2013-09-04,115164.35000000015,0.015
2013-08-21,117490.10000000014,0.015
2013-08-07,112877.96000000011,0.015
2013-07-24,110974.41000000015,0.015
2013-07-10,107538.08000000007,0.015
2013-06-26,100201.98000000016,0.015
2013-06-12,110812.58000000016,0.015
2013-05-29,110679.25000000017,0.015
2013-05-15,108331.85000000015,0.015
2013-05-01,113366.3500000001,0.015
2013-04-17,108452.05000000009,0.015
2013-04-03,117318.05000000008,0.015
2013-03-19,115172.25000000007,0.015
2013-03-05,113483.2700000001,0.015
2013-02-19,110842.9600000001,0.015
2013-02-05,118459.99000000009,0.015
2013-01-22,114282.72000000009,0.015
2013-01-08,114079.28000000009,0.015
2012-12-25,113528.63000000006,0.015
2012-12-11,112209.85000000003,0.015
2012-11-27,115149.04000000002,0.015
2012-11-13,114538.75000000003,0.015
2012-10-30,113392.28000000004,0.015
2012-10-16,111810.87000000007,0.015
2012-10-02,114874.65000000001,0.015
2012-09-18,111798.65000000008,0.015
2012-09-04,105168.12999999999,0.015
2012-08-21,105957.32999999997,0.015
2012-08-07,104836.04999999994,0.015
2012-07-24,104383.25999999992,0.015
2012-07-10,98458.41999999991,0.015
2012-06-26,100509.45999999989,0.015
2012-06-12,104187.66999999988,0.015
2012-05-29,97141.12999999992,0.015
2012-05-15,100608.47999999991,0.015
2012-05-01,102025.90999999987,0.015
2012-04-17,96104.00999999988,0.015
2012-04-03,92855.94999999997,0.015
2012-03-20,93692.44999999992,0.015
2012-03-06,91361.55999999991,0.015
2012-02-21,97225.10999999996,0.015
2012-02-07,87506.1099999999,0.015
2012-01-24,88675.60999999993,0.015
2012-01-10,92358.10999999993,0.015
2011-12-27,85234.11999999995,0.015
2011-12-13,83250.92999999993,0.015
2011-11-29,93529.02999999991,0.015
2011-11-15,94099.42999999993,0.015
2011-11-01,98295.32,0.015
2011-10-18,88993.64999999994,0.015
2011-10-04,91199.67999999995,0.015
2011-09-20,96025.36999999995,0.015
2011-09-06,100374.16999999991,0.015
2011-08-23,96078.64999999988,0.015
2011-08-09,98508.2699999999,0.015
2011-07-26,92805.41999999987,0.015
2011-07-12,93816.4699999999,0.015
2011-06-28,92215.36999999997,0.015
2011-06-14,94497.06999999998,0.015
2011-05-31,93313.80999999994,0.015
2011-05-17,89914.68999999994,0.015
2011-05-03,87685.2899999999,0.015
2017-04-13,104699.05000000013,0.016
2017-03-30,105845.51000000017,0.016
2017-03-16,106983.75000000012,0.016
2017-03-02,104702.2400000001,0.016
2017-02-16,105162.92000000011,0.016
2017-02-02,106218.3600000001,0.016
2017-01-19,106363.64000000012,0.016
2017-01-05,105692.30000000012,0.016
2016-12-22,100822.80000000013,0.016
2016-12-08,100199.26000000011,0.016
2016-11-24,100051.94000000006,0.016
2016-11-10,103064.34000000005,0.016
2016-10-27,102845.06000000004,0.016
2016-10-13,103995.89000000001,0.016
2016-09-29,103849.42000000003,0.016
2016-09-15,108506.64000000001,0.016
2016-09-01,109444.46000000004,0.016
2016-08-18,108739.10000000003,0.016
2016-08-04,110000.61000000006,0.016
2016-07-21,104917.39000000003,0.016
2016-07-07,106072.16000000005,0.016
2016-06-23,106639.35000000002,0.016
2016-06-09,101938.71999999999,0.016
2016-05-26,99011.80999999997,0.016
2016-05-12,100769.29999999997,0.016
2016-04-28,101513.69000000005,0.016
2016-04-14,99791.19000000003,0.016
2016-03-31,98140.01,0.016
2016-03-17,98276.36,0.016
2016-03-03,96794.68,0.016
2016-02-18,93080.25999999994,0.016
2016-02-04,89556.20999999999,0.016
2016-01-21,85842.43999999994,0.016
2016-01-07,86503.62999999993,0.016
2015-12-24,86015.07999999994,0.016
2015-12-10,82093.25999999991,0.016
2015-11-26,84587.58999999991,0.016
2015-11-12,86878.88999999991,0.016
2015-10-29,93358.71999999986,0.016
2015-10-15,93595.52999999991,0.016
2015-10-01,90884.1699999999,0.016
2015-09-17,86206.4499999999,0.016
2015-09-03,84341.68999999992,0.016
2015-08-20,87533.43999999984,0.016
2015-08-06,82420.30999999982,0.016
2015-07-23,86298.26999999983,0.016
2015-07-09,88445.79999999984,0.016
2015-06-25,86805.70999999988,0.016
2015-06-11,92282.65999999989,0.016
2015-05-28,92781.05999999991,0.016
2015-05-14,90961.99999999988,0.016
2015-04-30,98792.16999999993,0.016
2015-04-16,96608.8099999999,0.016
2015-04-02,100136.96999999987,0.016
2015-03-19,94601.85999999984,0.016
2015-03-05,94165.00999999983,0.016
2015-02-19,96373.40999999983,0.016
2015-02-05,103811.07999999981,0.016
2015-01-22,102888.68999999987,0.016
2015-01-08,97354.29999999987,0.016
2014-12-24,96923.28999999988,0.016
2014-12-10,101385.0799999999,0.016
2014-11-26,99340.53999999986,0.016
2014-11-12,101220.44999999984,0.016
2014-10-29,101962.91999999984,0.016
2014-10-15,105142.00999999991,0.016
2014-10-01,103280.68999999996,0.016
2014-09-17,102204.95999999996,0.016
2014-09-03,101040.62,0.016
2014-08-20,100162.09,0.016
2014-08-06,106673.57,0.016
2014-07-23,105738.48000000008,0.016
2014-07-09,106211.46000000005,0.016
2014-06-25,103558.57000000004,0.016
2014-06-11,106583.21000000004,0.016
2014-05-28,108985.41000000002,0.016
2014-05-14,104003.94000000002,0.016
2014-04-30,105690.91000000002,0.016
2014-04-16,104973.07000000002,0.016
2014-04-02,103460.26000000005,0.016
2014-03-19,101067.29000000005,0.016
2014-03-05,105196.3700000001,0.016
2014-02-19,104437.95000000011,0.016
2014-02-05,100732.57000000011,0.016
2014-01-22,107538.80000000016,0.016
2014-01-08,104283.28000000019,0.016
2013-12-25,102740.84000000017,0.016
2013-12-11,98201.10000000018,0.016
2013-11-27,101965.87000000014,0.016
2013-11-13,108750.3100000001,0.016
2013-10-30,115526.67000000014,0.016
2013-10-16,112189.8100000002,0.016
2013-10-02,112126.11000000019,0.016
2013-09-18,116902.24000000024,0.016
2013-09-04,115173.55000000022,0.016
2013-08-21,117499.3000000002,0.016
2013-08-07,112887.16000000018,0.016
2013-07-24,110983.61000000022,0.016
2013-07-10,107507.73000000016,0.016
2013-06-26,100201.13000000018,0.016
2013-06-12,110811.73000000019,0.016
2013-05-29,110678.4000000002,0.016
2013-05-15,108308.45000000019,0.016
2013-05-01,113309.85000000015,0.016
2013-04-17,108384.75000000015,0.016
2013-04-03,117234.30000000013,0.016
2013-03-19,115118.15000000013,0.016
2013-03-05,113425.37000000014,0.016
2013-02-19,110785.06000000013,0.016
2013-02-05,118441.86000000012,0.016
2013-01-22,114259.4900000001,0.016
2013-01-08,114258.15000000008,0.016
2012-12-25,113505.40000000008,0.016
2012-12-11,112186.62000000005,0.016
2012-11-27,114350.31000000007,0.016
2012-11-13,112939.77000000008,0.016
2012-10-30,111821.07000000002,0.016
2012-10-16,110239.66000000008,0.016
2012-10-02,112878.90000000007,0.016
2012-09-18,111348.32000000007,0.016
2012-09-04,105920.65000000001,0.016
2012-08-21,106709.84999999999,0.016
2012-08-07,105588.56999999996,0.016
2012-07-24,105507.16,0.016
2012-07-10,99052.14,0.016
2012-06-26,101103.17999999998,0.016
2012-06-12,104781.38999999997,0.016
2012-05-29,97734.85,0.016
2012-05-15,101177.49999999999,0.016
2012-05-01,101078.15000000004,0.016
2012-04-17,96632.73000000003,0.016
2012-04-03,95380.97000000003,0.016
2012-03-20,93588.22,0.016
2012-03-06,91804.41999999995,0.016
2012-02-21,97083.29000000001,0.016
2012-02-07,89172.09,0.016
2012-01-24,85403.65000000002,0.016
2012-01-10,89212.75,0.016
2011-12-27,77478.96000000004,0.016
2011-12-13,75495.77000000002,0.016
2011-11-29,85773.87,0.016
2011-11-15,86344.27000000002,0.016
2011-11-01,90540.16000000009,0.016
2011-10-18,81198.39000000001,0.016
2011-10-04,86196.15000000004,0.016
2011-09-20,89806.15000000004,0.016
2011-09-06,94154.95,0.016
2011-08-23,89859.42999999993,0.016
2011-08-09,89888.77999999997,0.016
2011-07-26,84134.82999999996,0.016
2011-07-12,89342.72999999997,0.016
2011-06-28,88142.67999999996,0.016
2011-06-14,90413.87999999998,0.016
2011-05-31,89230.61999999994,0.016
2011-05-17,88137.27999999991,0.016
2011-05-03,85420.2799999999,0.016
2017-04-13,102738.35000000006,0.017
2017-03-30,103884.8100000001,0.017
2017-03-16,105023.05000000005,0.017
2017-03-02,101777.66000000003,0.017
2017-02-16,102238.34000000004,0.017
2017-02-02,102083.42000000004,0.017
2017-01-19,103479.95000000006,0.017
2017-01-05,102444.95000000003,0.017
2016-12-22,100802.56000000003,0.017
2016-12-08,102543.59000000001,0.017
2016-11-24,103285.35999999999,0.017
2016-11-10,106297.75999999998,0.017
2016-10-27,106044.39999999995,0.017
2016-10-13,107195.22999999992,0.017
2016-09-29,104253.75999999994,0.017
2016-09-15,108906.97999999992,0.017
2016-09-01,109835.69999999997,0.017
2016-08-18,110317.28999999992,0.017
2016-08-04,111578.79999999994,0.017
2016-07-21,109467.3799999999,0.017
2016-07-07,111204.05999999995,0.017
2016-06-23,111771.24999999993,0.017
2016-06-09,107070.6199999999,0.017
2016-05-26,104473.94999999987,0.017
2016-05-12,106029.8399999999,0.017
2016-04-28,106975.82999999994,0.017
2016-04-14,105253.32999999993,0.017
2016-03-31,103602.14999999989,0.017
2016-03-17,103688.81999999993,0.017
2016-03-03,102207.13999999993,0.017
2016-02-18,101499.07999999991,0.017
2016-02-04,98009.1799999999,0.017
2016-01-21,95225.13999999985,0.017
2016-01-07,95872.68999999987,0.017
2015-12-24,95356.88999999988,0.017
2015-12-10,91468.77999999987,0.017
2015-11-26,93963.1099999999,0.017
2015-11-12,94685.39999999989,0.017
2015-10-29,99306.06999999985,0.017
2015-10-15,99091.24999999988,0.017
2015-10-01,96854.69999999987,0.017
2015-09-17,92235.6499999999,0.017
2015-09-03,90370.88999999993,0.017
2015-08-20,93562.63999999985,0.017
2015-08-06,88453.50999999986,0.017
2015-07-23,92331.46999999987,0.017
2015-07-09,93762.79999999993,0.017
2015-06-25,92885.15999999992,0.017
2015-06-11,93873.62999999992,0.017
2015-05-28,95934.66999999995,0.017
2015-05-14,94115.60999999993,0.017
2015-04-30,101945.77999999997,0.017
2015-04-16,99762.41999999994,0.017
2015-04-02,103202.47999999988,0.017
2015-03-19,97761.74999999985,0.017
2015-03-05,97324.89999999982,0.017
2015-02-19,99533.29999999981,0.017
2015-02-05,106968.29999999984,0.017
2015-01-22,106045.9099999999,0.017
2015-01-08,97494.20999999989,0.017
2014-12-24,97074.14999999992,0.017
2014-12-10,101535.93999999992,0.017
2014-11-26,99491.39999999988,0.017
2014-11-12,101371.30999999985,0.017
2014-10-29,102080.06999999986,0.017
2014-10-15,105259.15999999993,0.017
2014-10-01,103397.83999999998,0.017
2014-09-17,102322.10999999999,0.017
2014-09-03,100633.59000000003,0.017
2014-08-20,100260.85,0.017
2014-08-06,105835.47000000003,0.017
2014-07-23,105794.3800000001,0.017
2014-07-09,106267.36000000007,0.017
2014-06-25,103614.47000000009,0.017
2014-06-11,106639.11000000009,0.017
2014-05-28,109041.31000000007,0.017
2014-05-14,104022.69000000005,0.017
2014-04-30,105709.66000000005,0.017
2014-04-16,104945.86000000006,0.017
2014-04-02,103460.05000000009,0.017
2014-03-19,101040.08000000009,0.017
2014-03-05,105169.16000000013,0.017
2014-02-19,104395.99000000015,0.017
2014-02-05,100699.08000000012,0.017
2014-01-22,107505.31000000017,0.017
2014-01-08,104666.46000000018,0.017
2013-12-25,102718.26000000021,0.017
2013-12-11,98188.28000000017,0.017
2013-11-27,101953.05000000013,0.017
2013-11-13,108737.49000000009,0.017
2013-10-30,115513.85000000014,0.017
2013-10-16,112176.9900000002,0.017
2013-10-02,112113.29000000018,0.017
2013-09-18,116889.42000000023,0.017
2013-09-04,116538.81000000017,0.017
2013-08-21,117510.24000000021,0.017
2013-08-07,112898.10000000018,0.017
2013-07-24,111013.3000000002,0.017
2013-07-10,110676.05000000022,0.017
2013-06-26,100235.80000000016,0.017
2013-06-12,109927.90000000017,0.017
2013-05-29,110769.2700000002,0.017
2013-05-15,108399.32000000018,0.017
2013-05-01,112429.97000000015,0.017
2013-04-17,108471.22000000012,0.017
2013-04-03,117240.87000000014,0.017
2013-03-19,115124.72000000013,0.017
2013-03-05,113431.94000000009,0.017
2013-02-19,110791.63000000008,0.017
2013-02-05,118112.43000000007,0.017
2013-01-22,114266.06000000006,0.017
2013-01-08,115536.54000000004,0.017
2012-12-25,113511.97000000003,0.017
2012-12-11,115003.78999999998,0.017
2012-11-27,117144.62000000002,0.017
2012-11-13,118781.81,0.017
2012-10-30,118691.67,0.017
2012-10-16,116549.06000000004,0.017
2012-10-02,119749.50000000004,0.017
2012-09-18,118218.92000000004,0.017
2012-09-04,112791.24999999999,0.017
2012-08-21,113580.44999999997,0.017
2012-08-07,112459.16999999994,0.017
2012-07-24,112806.25999999998,0.017
2012-07-10,106327.47999999997,0.017
2012-06-26,108378.51999999995,0.017
2012-06-12,112056.72999999994,0.017
2012-05-29,105010.18999999997,0.017
2012-05-15,108452.83999999995,0.017
2012-05-01,108353.49,0.017
2012-04-17,103851.86999999998,0.017
2012-04-03,102600.10999999999,0.017
2012-03-20,100790.51000000001,0.017
2012-03-06,97281.96999999994,0.017
2012-02-21,104327.56999999998,0.017
2012-02-07,96496.26999999999,0.017
2012-01-24,95884.62,0.017
2012-01-10,99693.71999999997,0.017
2011-12-27,87959.93000000001,0.017
2011-12-13,85976.73999999999,0.017
2011-11-29,94594.33999999997,0.017
2011-11-15,96825.23999999999,0.017
2011-11-01,98280.42000000004,0.017
2011-10-18,88986.54999999999,0.017
2011-10-04,89919.96999999999,0.017
2011-09-20,93529.96999999999,0.017
2011-09-06,97878.76999999995,0.017
2011-08-23,93583.24999999988,0.017
2011-08-09,93612.59999999992,0.017
2011-07-26,87858.6499999999,0.017
2011-07-12,93066.54999999992,0.017
2011-06-28,93017.39999999988,0.017
2011-06-14,93709.19999999992,0.017
2011-05-31,95136.98999999993,0.017
2011-05-17,94043.6499999999,0.017
2011-05-03,91326.64999999989,0.017
2017-04-13,98758.89000000004,0.018
2017-03-30,99905.35000000008,0.018
2017-03-16,101043.59000000003,0.018
2017-03-02,97798.20000000001,0.018
2017-02-16,100676.03000000001,0.018
2017-02-02,97277.24000000005,0.018
2017-01-19,98193.58000000003,0.018
2017-01-05,97158.58000000006,0.018
2016-12-22,95519.30000000002,0.018
2016-12-08,98177.81999999999,0.018
2016-11-24,98796.51000000001,0.018
2016-11-10,101930.17999999996,0.018
2016-10-27,100967.10999999997,0.018
2016-10-13,102112.16999999993,0.018
2016-09-29,99195.43999999996,0.018
2016-09-15,100857.82999999996,0.018
2016-09-01,101726.26,0.018
2016-08-18,102777.33999999997,0.018
2016-08-04,104038.84999999999,0.018
2016-07-21,101927.42999999995,0.018
2016-07-07,103664.11,0.018
2016-06-23,104222.81999999999,0.018
2016-06-09,99522.18999999996,0.018
2016-05-26,96925.51999999993,0.018
2016-05-12,98520.31999999993,0.018
2016-04-28,99466.30999999998,0.018
2016-04-14,97743.80999999997,0.018
2016-03-31,96092.62999999993,0.018
2016-03-17,96179.29999999997,0.018
2016-03-03,94697.61999999997,0.018
2016-02-18,93989.55999999995,0.018
2016-02-04,90499.65999999995,0.018
2016-01-21,87715.6199999999,0.018
2016-01-07,89537.71999999991,0.018
2015-12-24,89050.09999999993,0.018
2015-12-10,87754.45999999992,0.018
2015-11-26,92746.28999999995,0.018
2015-11-12,90971.07999999994,0.018
2015-10-29,95591.7499999999,0.018
2015-10-15,95376.92999999993,0.018
2015-10-01,93163.11999999991,0.018
2015-09-17,88544.06999999995,0.018
2015-09-03,89216.38999999993,0.018
2015-08-20,89535.6199999999,0.018
2015-08-06,86583.48999999992,0.018
2015-07-23,88417.6899999999,0.018
2015-07-09,89849.01999999996,0.018
2015-06-25,88971.37999999995,0.018
2015-06-11,89959.84999999995,0.018
2015-05-28,92458.80999999997,0.018
2015-05-14,90208.26999999996,0.018
2015-04-30,98046.91999999998,0.018
2015-04-16,95863.55999999995,0.018
2015-04-02,98843.94999999991,0.018
2015-03-19,93286.53999999995,0.018
2015-03-05,92849.68999999992,0.018
2015-02-19,95058.08999999991,0.018
2015-02-05,102493.08999999988,0.018
2015-01-22,101570.69999999994,0.018
2015-01-08,93018.99999999993,0.018
2014-12-24,92598.93999999996,0.018
2014-12-10,97060.72999999995,0.018
2014-11-26,95016.18999999992,0.018
2014-11-12,96896.09999999989,0.018
2014-10-29,97604.8599999999,0.018
2014-10-15,100783.94999999997,0.018
2014-10-01,98922.63000000002,0.018
2014-09-17,97846.90000000002,0.018
2014-09-03,96158.38000000006,0.018
2014-08-20,95764.71000000006,0.018
2014-08-06,101339.33000000007,0.018
2014-07-23,101298.24000000012,0.018
2014-07-09,101756.64000000009,0.018
2014-06-25,101782.75000000009,0.018
2014-06-11,106108.11000000009,0.018
2014-05-28,108510.31000000007,0.018
2014-05-14,103491.69000000005,0.018
2014-04-30,105178.66000000005,0.018
2014-04-16,104422.90000000005,0.018
2014-04-02,101978.81000000004,0.018
2014-03-19,99558.8400000001,0.018
2014-03-05,103687.92000000009,0.018
2014-02-19,105929.86000000009,0.018
2014-02-05,102495.08000000006,0.018
2014-01-22,106561.51000000013,0.018
2014-01-08,103722.66000000013,0.018
2013-12-25,101774.46000000017,0.018
2013-12-11,97244.48000000013,0.018
2013-11-27,101009.25000000009,0.018
2013-11-13,107793.69000000005,0.018
2013-10-30,114570.05000000009,0.018
2013-10-16,111233.19000000015,0.018
2013-10-02,111169.49000000014,0.018
2013-09-18,115945.62000000018,0.018
2013-09-04,114046.89000000019,0.018
2013-08-21,116566.44000000016,0.018
2013-08-07,111954.30000000013,0.018
2013-07-24,110069.50000000016,0.018
2013-07-10,109732.25000000017,0.018
2013-06-26,99292.00000000012,0.018
2013-06-12,108984.10000000012,0.018
2013-05-29,109852.60000000015,0.018
2013-05-15,107527.00000000012,0.018
2013-05-01,111557.65000000008,0.018
2013-04-17,107598.90000000005,0.018
2013-04-03,116341.20000000004,0.018
2013-03-19,114225.05000000003,0.018
2013-03-05,112532.27000000005,0.018
2013-02-19,110835.76000000007,0.018
2013-02-05,118156.56000000007,0.018
2013-01-22,114310.19000000006,0.018
2013-01-08,115580.67000000004,0.018
2012-12-25,113095.30000000005,0.018
2012-12-11,115038.32,0.018
2012-11-27,117179.15000000005,0.018
2012-11-13,118816.34000000003,0.018
2012-10-30,118726.20000000003,0.018
2012-10-16,116583.59000000007,0.018
2012-10-02,119784.03000000007,0.018
2012-09-18,118253.45000000007,0.018
2012-09-04,112825.78000000001,0.018
2012-08-21,113614.98,0.018
2012-08-07,112493.69999999997,0.018
2012-07-24,112840.79000000001,0.018
2012-07-10,106892.18999999999,0.018
2012-06-26,108402.22999999997,0.018
2012-06-12,112080.43999999996,0.018
2012-05-29,105033.9,0.018
2012-05-15,108476.54999999997,0.018
2012-05-01,108377.20000000003,0.018
2012-04-17,102399.10000000002,0.018
2012-04-03,102563.79,0.018
2012-03-20,100742.74000000005,0.018
2012-03-06,97234.19999999998,0.018
2012-02-21,104307.15,0.018
2012-02-07,96475.85,0.018
2012-01-24,95864.20000000001,0.018
2012-01-10,99673.29999999999,0.018
2011-12-27,87939.51000000002,0.018
2011-12-13,80838.02000000002,0.018
2011-11-29,89455.62,0.018
2011-11-15,91686.52000000002,0.018
2011-11-01,93151.30000000005,0.018
2011-10-18,83857.43,0.018
2011-10-04,84790.84999999999,0.018
2011-09-20,88382.29999999994,0.018
2011-09-06,92731.09999999996,0.018
2011-08-23,88435.5799999999,0.018
2011-08-09,88464.92999999993,0.018
2011-07-26,82710.97999999992,0.018
2011-07-12,87918.87999999993,0.018
2011-06-28,87869.7299999999,0.018
2011-06-14,87604.77999999994,0.018
2011-05-31,90015.78999999998,0.018
2011-05-17,88945.84999999998,0.018
2011-05-03,86249.8499999999,0.018
2017-04-13,98778.78,0.019
2017-03-30,99925.24000000003,0.019
2017-03-16,101063.47999999998,0.019
2017-03-02,97818.08999999997,0.019
2017-02-16,100173.79000000005,0.019
2017-02-02,97297.13000000003,0.019
2017-01-19,98248.87000000001,0.019
2017-01-05,97213.87000000004,0.019
2016-12-22,98659.85000000006,0.019
2016-12-08,101318.37000000007,0.019
2016-11-24,101866.34000000005,0.019
2016-11-10,105069.69000000006,0.019
2016-10-27,104098.20000000007,0.019
2016-10-13,105219.62000000002,0.019
2016-09-29,102278.15000000004,0.019
2016-09-15,103949.51000000004,0.019
2016-09-01,104497.0400000001,0.019
2016-08-18,102547.66000000009,0.019
2016-08-04,103101.66000000012,0.019
2016-07-21,99854.52000000009,0.019
2016-07-07,100162.0000000001,0.019
2016-06-23,100720.7100000001,0.019
2016-06-09,95996.53000000013,0.019
2016-05-26,93404.46000000011,0.019
2016-05-12,94999.26000000011,0.019
2016-04-28,95951.09000000016,0.019
2016-04-14,95940.80000000013,0.019
2016-03-31,92517.72000000007,0.019
2016-03-17,92604.39000000012,0.019
2016-03-03,90280.47000000006,0.019
2016-02-18,86793.42000000006,0.019
2016-02-04,83303.5200000001,0.019
2016-01-21,80519.48000000005,0.019
2016-01-07,79112.43000000008,0.019
2015-12-24,79683.01000000005,0.019
2015-12-10,77292.17000000003,0.019
2015-11-26,82241.25000000003,0.019
2015-11-12,77423.53000000001,0.019
2015-10-29,82044.19999999997,0.019
2015-10-15,81829.38,0.019
2015-10-01,79637.53,0.019
2015-09-17,75018.48000000004,0.019
2015-09-03,75690.80000000002,0.019
2015-08-20,75984.73,0.019
2015-08-06,77783.21000000005,0.019
2015-07-23,81070.10999999994,0.019
2015-07-09,85038.82999999999,0.019
2015-06-25,84161.18999999997,0.019
2015-06-11,87735.36,0.019
2015-05-28,90934.4,0.019
2015-05-14,88683.85999999999,0.019
2015-04-30,96522.51000000001,0.019
2015-04-16,94329.05,0.019
2015-04-02,97309.43999999996,0.019
2015-03-19,92087.30999999997,0.019
2015-03-05,93409.72,0.019
2015-02-19,95618.12,0.019
2015-02-05,103053.11999999997,0.019
2015-01-22,102104.24999999999,0.019
2015-01-08,97173.77999999996,0.019
2014-12-24,98338.95999999992,0.019
2014-12-10,101182.34999999995,0.019
2014-11-26,102366.95999999993,0.019
2014-11-12,104283.86999999992,0.019
2014-10-29,104992.62999999992,0.019
2014-10-15,108171.71999999999,0.019
2014-10-01,108485.73999999996,0.019
2014-09-17,105246.23000000001,0.019
2014-09-03,103525.23000000004,0.019
2014-08-20,103131.56000000004,0.019
2014-08-06,108701.38,0.019
2014-07-23,108672.14000000006,0.019
2014-07-09,109168.89000000003,0.019
2014-06-25,106539.60000000003,0.019
2014-06-11,108098.49000000003,0.019
2014-05-28,110500.69000000002,0.019
2014-05-14,105482.06999999999,0.019
2014-04-30,107169.04,0.019
2014-04-16,106413.28,0.019
2014-04-02,103969.18999999999,0.019
2014-03-19,101207.39999999998,0.019
2014-03-05,105667.68000000001,0.019
